# Frequency(Hz) Amplitude
0.329021 71.323383
0.329265 53.739417
0.329509 158.206944
0.329753 59.647895
0.329998 119.145921
0.330242 29.644056
0.330486 48.211413
0.330730 39.751830
0.330974 98.310837
0.331218 132.787418
0.331462 43.936695
0.331706 41.112571
0.331950 163.863162
0.332194 19.415314
0.332438 57.318533
0.332682 68.415978
0.332927 66.455231
0.333171 82.929391
0.333415 123.564192
0.333659 76.708671
0.333903 98.912863
0.334147 148.081271
0.334391 113.692533
0.334635 197.606630
0.334879 28.120313
0.335123 79.102536
0.335367 55.501111
0.335611 125.084827
0.335856 168.825230
0.336100 162.088100
0.336344 40.672990
0.336588 122.970996
0.336832 62.527393
0.337076 42.850747
0.337320 80.706024
0.337564 51.090925
0.337808 100.506556
0.338052 72.441633
0.338296 46.792039
0.338540 156.154866
0.338784 85.235345
0.339029 10.886034
0.339273 27.749089
0.339517 110.579134
0.339761 61.887879
0.340005 110.161207
0.340249 56.807588
0.340493 159.725457
0.340737 61.816908
0.340981 71.301681
0.341225 83.329784
0.341469 54.226283
0.341713 77.787774
0.341958 92.865724
0.342202 60.876234
0.342446 58.835863
0.342690 205.748138
0.342934 57.258795
0.343178 62.743996
0.343422 201.593079
0.343666 144.363341
0.343910 214.590700
0.344154 155.386274
0.344398 136.349800
0.344642 223.877643
0.344887 99.490771
0.345131 130.353978
0.345375 56.271817
0.345619 13.916335
0.345863 69.878367
0.346107 116.596172
0.346351 78.945912
0.346595 104.607930
0.346839 111.778128
0.347083 61.883364
0.347327 165.787770
0.347571 185.092654
0.347815 47.056530
0.348060 108.161176
0.348304 64.407596
0.348548 170.663526
0.348792 70.158573
0.349036 13.561924
0.349280 153.635829
0.349524 22.247497
0.349768 42.237947
0.350012 76.454970
0.350256 36.912362
0.350500 146.278360
0.350744 121.258514
0.350989 172.045715
0.351233 96.299049
0.351477 110.442240
0.351721 45.730525
0.351965 144.376306
0.352209 112.152991
0.352453 60.002331
0.352697 150.168063
0.352941 71.520333
0.353185 164.640516
0.353429 44.213671
0.353673 35.152987
0.353918 87.194784
0.354162 154.059769
0.354406 70.479250
0.354650 73.753466
0.354894 78.522383
0.355138 171.984539
0.355382 160.909810
0.355626 168.523528
0.355870 144.598145
0.356114 99.137070
0.356358 67.383458
0.356602 90.105200
0.356846 177.840180
0.357091 89.543688
0.357335 106.501323
0.357579 145.874790
0.357823 58.586653
0.358067 38.400269
0.358311 101.265779
0.358555 122.764504
0.358799 46.607452
0.359043 170.971298
0.359287 66.119580
0.359531 45.212274
0.359775 177.393921
0.360020 150.590885
0.360264 167.820995
0.360508 137.013947
0.360752 37.625426
0.360996 68.024549
0.361240 125.338561
0.361484 92.262661
0.361728 36.282577
0.361972 84.933783
0.362216 130.107317
0.362460 186.464759
0.362704 121.733048
0.362948 152.505749
0.363193 50.193971
0.363437 57.265571
0.363681 149.737337
0.363925 117.894314
0.364169 37.791179
0.364413 146.494786
0.364657 62.417473
0.364901 20.495274
0.365145 66.936880
0.365389 110.204973
0.365633 171.328901
0.365877 206.031526
0.366122 96.598243
0.366366 28.750881
0.366610 172.759015
0.366854 121.118745
0.367098 35.429598
0.367342 12.240599
0.367586 111.153637
0.367830 110.554119
0.368074 71.963912
0.368318 80.297951
0.368562 150.822656
0.368806 99.913469
0.369051 102.534659
0.369295 26.672772
0.369539 181.793995
0.369783 106.224787
0.370027 136.121288
0.370271 63.696889
0.370515 183.093549
0.370759 139.110429
0.371003 273.180798
0.371247 120.485177
0.371491 101.106365
0.371735 98.004813
0.371979 122.357003
0.372224 50.749215
0.372468 119.552640
0.372712 155.979498
0.372956 16.514995
0.373200 45.047909
0.373444 228.608393
0.373688 152.094695
0.373932 158.913191
0.374176 129.144133
0.374420 50.010296
0.374664 142.006880
0.374908 65.885818
0.375153 54.357240
0.375397 45.205321
0.375641 40.945265
0.375885 136.654013
0.376129 79.889762
0.376373 153.190702
0.376617 92.875312
0.376861 183.622055
0.377105 63.311090
0.377349 47.769969
0.377593 156.551276
0.377837 42.610450
0.378082 51.755958
0.378326 79.362695
0.378570 50.860415
0.378814 96.594056
0.379058 80.244096
0.379302 144.894566
0.379546 100.077668
0.379790 91.093551
0.380034 93.319403
0.380278 126.262031
0.380522 96.530893
0.380766 142.824338
0.381010 81.416367
0.381255 63.613235
0.381499 63.031727
0.381743 69.957941
0.381987 143.475246
0.382231 126.391777
0.382475 167.426573
0.382719 98.640238
0.382963 195.276256
0.383207 47.851382
0.383451 113.686340
0.383695 44.651661
0.383939 191.683640
0.384184 136.268302
0.384428 173.479574
0.384672 211.367557
0.384916 40.133315
0.385160 54.926277
0.385404 67.432936
0.385648 125.480739
0.385892 93.509174
0.386136 41.695860
0.386380 91.491242
0.386624 114.634249
0.386868 84.323472
0.387113 102.423152
0.387357 103.838222
0.387601 47.053855
0.387845 67.247490
0.388089 54.666078
0.388333 29.728557
0.388577 192.167116
0.388821 156.685886
0.389065 76.330963
0.389309 34.850730
0.389553 23.924104
0.389797 62.444795
0.390041 261.412406
0.390286 28.627597
0.390530 67.235811
0.390774 83.050893
0.391018 225.210270
0.391262 136.937533
0.391506 38.820422
0.391750 79.307653
0.391994 111.942766
0.392238 47.951185
0.392482 47.318495
0.392726 126.151823
0.392970 68.989591
0.393215 94.811603
0.393459 27.910831
0.393703 33.812542
0.393947 81.117133
0.394191 89.656105
0.394435 67.112583
0.394679 238.740755
0.394923 142.393644
0.395167 107.393959
0.395411 76.569895
0.395655 24.988019
0.395899 142.139013
0.396144 195.665966
0.396388 42.562906
0.396632 103.142188
0.396876 43.340783
0.397120 49.173039
0.397364 143.104231
0.397608 61.451384
0.397852 99.572770
0.398096 82.817419
0.398340 44.536809
0.398584 120.397887
0.398828 122.410988
0.399072 111.863908
0.399317 175.190669
0.399561 19.297482
0.399805 92.660993
0.400049 109.509515
0.400293 91.956683
0.400537 122.156558
0.400781 67.166974
0.401025 45.161453
0.401269 141.387292
0.401513 32.064130
0.401757 173.744935
0.402001 12.279706
0.402246 130.549891
0.402490 86.549705
0.402734 39.044660
0.402978 144.369067
0.403222 127.179597
0.403466 37.684099
0.403710 35.409296
0.403954 58.652694
0.404198 185.131483
0.404442 103.720425
0.404686 34.627433
0.404930 83.309439
0.405175 192.188927
0.405419 28.373657
0.405663 50.496141
0.405907 35.747766
0.406151 109.859511
0.406395 83.719808
0.406639 56.343074
0.406883 110.321274
0.407127 184.581174
0.407371 288.109241
0.407615 196.274395
0.407859 148.629684
0.408103 43.699030
0.408348 513.257834
0.408592 244.932513
0.408836 217.863339
0.409080 250.097666
0.409324 75.052784
0.409568 175.098915
0.409812 54.265239
0.410056 77.125175
0.410300 65.366003
0.410544 158.319814
0.410788 70.931702
0.411032 144.585008
0.411277 135.970238
0.411521 7.771611
0.411765 119.089532
0.412009 95.874632
0.412253 71.430003
0.412497 87.992949
0.412741 141.169511
0.412985 155.631244
0.413229 56.165347
0.413473 80.377650
0.413717 136.162126
0.413961 193.145157
0.414206 88.589402
0.414450 55.973933
0.414694 68.651579
0.414938 23.778273
0.415182 54.566185
0.415426 49.119887
0.415670 121.902333
0.415914 44.814151
0.416158 176.332867
0.416402 73.461698
0.416646 101.921659
0.416890 94.945391
0.417134 66.656463
0.417379 64.535495
0.417623 30.412013
0.417867 47.463623
0.418111 84.225029
0.418355 70.581978
0.418599 151.727611
0.418843 221.213395
0.419087 34.419936
0.419331 71.760026
0.419575 101.368508
0.419819 137.230266
0.420063 76.749843
0.420308 132.570874
0.420552 160.577101
0.420796 134.588216
0.421040 78.735162
0.421284 164.593569
0.421528 65.065599
0.421772 67.069123
0.422016 60.907406
0.422260 104.583632
0.422504 119.843999
0.422748 151.902968
0.422992 38.273897
0.423237 121.757003
0.423481 167.151173
0.423725 131.148146
0.423969 83.825012
0.424213 183.593610
0.424457 51.290745
0.424701 122.586635
0.424945 143.684598
0.425189 122.626747
0.425433 84.017985
0.425677 143.114018
0.425921 130.655065
0.426165 106.040017
0.426410 177.603601
0.426654 150.370344
0.426898 35.850522
0.427142 79.993966
0.427386 110.283322
0.427630 134.884587
0.427874 130.815362
0.428118 118.116047
0.428362 63.051984
0.428606 74.525430
0.428850 124.186845
0.429094 95.716681
0.429339 107.114757
0.429583 119.644733
0.429827 11.197946
0.430071 108.241552
0.430315 21.182105
0.430559 46.595480
0.430803 5.926892
0.431047 148.527138
0.431291 159.132531
0.431535 273.959847
0.431779 112.918886
0.432023 104.526961
0.432268 242.458605
0.432512 132.124756
0.432756 250.251151
0.433000 59.482330
0.433244 134.596835
0.433488 107.010512
0.433732 154.345300
0.433976 173.628283
0.434220 130.522433
0.434464 92.908993
0.434708 95.947891
0.434952 84.294724
0.435196 104.375371
0.435441 140.254635
0.435685 126.249548
0.435929 166.467806
0.436173 92.044603
0.436417 67.152170
0.436661 107.575828
0.436905 114.836004
0.437149 190.344990
0.437393 25.445547
0.437637 69.347357
0.437881 255.442772
0.438125 77.174436
0.438370 57.254957
0.438614 115.713024
0.438858 259.201511
0.439102 275.895231
0.439346 593.867189
0.439590 810.504350
0.439834 1725.442541
0.440078 304.163289
0.440322 298.843097
0.440566 132.763628
0.440810 103.427321
0.441054 122.260894
0.441299 80.197503
0.441543 108.333387
0.441787 129.982557
0.442031 128.950283
0.442275 90.028575
0.442519 89.056823
0.442763 140.447724
0.443007 58.254376
0.443251 131.373601
0.443495 136.368225
0.443739 37.188081
0.443983 59.577904
0.444227 105.964623
0.444472 83.438177
0.444716 160.940628
0.444960 15.521610
0.445204 29.022084
0.445448 48.520403
0.445692 44.337788
0.445936 68.789764
0.446180 147.650872
0.446424 98.565317
0.446668 37.501391
0.446912 100.521145
0.447156 45.882466
0.447401 194.744552
0.447645 54.512898
0.447889 66.942911
0.448133 82.654085
0.448377 75.079635
0.448621 46.820659
0.448865 39.912529
0.449109 158.919305
0.449353 62.770067
0.449597 86.540242
0.449841 133.872168
0.450085 133.775958
0.450330 165.151098
0.450574 153.618460
0.450818 61.388674
0.451062 89.270664
0.451306 120.971193
0.451550 54.018475
0.451794 38.911308
0.452038 60.095147
0.452282 56.249951
0.452526 148.770693
0.452770 83.344351
0.453014 264.958952
0.453258 74.395327
0.453503 33.826389
0.453747 36.579043
0.453991 96.808076
0.454235 114.993133
0.454479 96.920878
0.454723 147.779710
0.454967 65.066787
0.455211 134.062785
0.455455 233.440559
0.455699 173.311668
0.455943 91.247360
0.456187 37.154028
0.456432 58.777807
0.456676 137.228015
0.456920 16.703549
0.457164 128.380700
0.457408 104.022001
0.457652 46.281710
0.457896 95.142080
0.458140 9.313872
0.458384 81.830738
0.458628 265.861018
0.458872 26.664554
0.459116 113.237023
0.459361 85.534870
0.459605 66.815768
0.459849 135.804194
0.460093 87.210750
0.460337 93.790859
0.460581 156.847249
0.460825 105.821236
0.461069 147.891699
0.461313 58.414896
0.461557 81.404954
0.461801 60.349665
0.462045 82.141757
0.462289 41.543994
0.462534 76.258825
0.462778 63.731771
0.463022 191.751896
0.463266 102.424970
0.463510 138.766389
0.463754 47.987363
0.463998 160.383345
0.464242 49.888893
0.464486 110.024824
0.464730 149.180137
0.464974 66.832982
0.465218 18.488976
0.465463 44.045939
0.465707 175.493403
0.465951 105.248520
0.466195 78.729165
0.466439 33.615033
0.466683 134.752473
0.466927 198.691011
0.467171 39.035217
0.467415 122.891691
0.467659 101.303724
0.467903 116.123364
0.468147 187.882509
0.468392 97.922410
0.468636 93.024056
0.468880 109.334679
0.469124 156.409624
0.469368 112.828907
0.469612 94.025489
0.469856 136.473225
0.470100 64.409633
0.470344 124.418584
0.470588 76.555921
0.470832 57.968940
0.471076 101.754370
0.471320 84.467915
0.471565 157.077498
0.471809 60.387143
0.472053 15.850482
0.472297 181.999504
0.472541 52.052504
0.472785 45.989988
0.473029 168.238944
0.473273 19.434207
0.473517 118.828920
0.473761 46.599283
0.474005 193.389668
0.474249 24.141396
0.474494 118.447222
0.474738 205.323097
0.474982 121.619907
0.475226 39.463366
0.475470 79.685940
0.475714 44.390339
0.475958 108.692420
0.476202 159.513440
0.476446 73.093305
0.476690 77.556512
0.476934 89.866837
0.477178 184.556829
0.477423 148.461356
0.477667 172.633172
0.477911 134.643233
0.478155 114.774492
0.478399 47.078432
0.478643 48.354055
0.478887 118.656165
0.479131 112.843395
0.479375 178.020709
0.479619 104.151100
0.479863 171.757865
0.480107 29.284392
0.480351 88.760208
0.480596 83.688569
0.480840 99.629477
0.481084 195.180629
0.481328 54.666516
0.481572 70.265956
0.481816 79.474000
0.482060 67.408939
0.482304 231.348807
0.482548 208.648123
0.482792 124.641220
0.483036 115.586549
0.483280 76.184515
0.483525 84.244236
0.483769 92.585536
0.484013 51.523779
0.484257 134.474496
0.484501 79.199222
0.484745 71.434538
0.484989 110.755220
0.485233 95.507615
0.485477 184.729676
0.485721 129.741572
0.485965 83.809376
0.486209 200.171525
0.486454 243.178581
0.486698 105.037597
0.486942 113.741198
0.487186 21.721295
0.487430 73.663350
0.487674 69.399746
0.487918 121.368265
0.488162 63.906704
0.488406 82.702416
0.488650 180.402390
0.488894 29.122728
0.489138 31.561675
0.489382 104.910148
0.489627 98.769745
0.489871 36.960693
0.490115 64.495591
0.490359 187.716181
0.490603 142.192823
0.490847 132.283374
0.491091 46.759432
0.491335 22.515753
0.491579 42.680662
0.491823 181.412739
0.492067 56.316599
0.492311 203.102641
0.492556 33.201361
0.492800 27.550961
0.493044 171.283071
0.493288 121.920569
0.493532 111.962314
0.493776 55.689792
0.494020 212.434425
0.494264 77.084989
0.494508 106.973370
0.494752 134.282289
0.494996 71.924103
0.495240 94.775182
0.495485 104.804373
0.495729 99.314625
0.495973 87.723715
0.496217 59.032162
0.496461 280.245339
0.496705 81.822659
0.496949 99.333939
0.497193 25.222638
0.497437 118.467732
0.497681 94.878791
0.497925 25.785074
0.498169 70.753707
0.498413 158.170639
0.498658 123.778293
0.498902 131.308422
0.499146 142.772140
0.499390 79.388060
0.499634 114.806421
0.499878 89.747021
